slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
choking-civil-society,Choking Civil Society,2023-01-21,2023-01,2023,PIDE in Press,PIDE in Press,Abbas Moosvi,,,https://pide.org.pk/research/choking-civil-society/,https://file.pide.org.pk/uploads/pip-0465-choking-civil-society.pdf,,,pdfs/2023/01/pip-0465-choking-civil-society.pdf,data/fulltext/choking-civil-society.txt,655
media-coverage-round-table-meeting-with-prof-ahsan-iqbal-at-pide,Media Coverage Round-table Meeting with Prof. Ahsan Iqbal at PIDE,2023-01-20,2023-01,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-round-table-meeting-with-prof-ahsan-iqbal-at-pide/,,,,,data/fulltext/media-coverage-round-table-meeting-with-prof-ahsan-iqbal-at-pide.txt,25
political-dynasties-and-electoral-system-in-pakistan,Political Dynasties and Electoral System in Pakistan,2023-01-19,2023-01,2023,PIDE in Press,PIDE in Press,Abida Naurin; Samia,,,https://pide.org.pk/research/political-dynasties-and-electoral-system-in-pakistan/,https://file.pide.org.pk/uploads/pip-0463-political-dynasties-and-electoral-system-in-pakistan.pdf,,,pdfs/2023/01/pip-0463-political-dynasties-and-electoral-system-in-pakistan.pdf,data/fulltext/political-dynasties-and-electoral-system-in-pakistan.txt,891
adoption-of-iprs-in-industrial-sector,Adoption of IPRs In Industrial Sector,2023-01-18,2023-01,2023,PIDE in Press,PIDE in Press,Uzma Zia,,,https://pide.org.pk/research/adoption-of-iprs-in-industrial-sector/,https://file.pide.org.pk/uploads/pip-0462-adoption-of-iprs-in-industrial-sector.pdf,,,pdfs/2023/01/pip-0462-adoption-of-iprs-in-industrial-sector.pdf,data/fulltext/adoption-of-iprs-in-industrial-sector.txt,742
media-coverage-of-sectoral-total-factor-productivity-in-pakistan,Media Coverage Of Sectoral Total Factor Productivity In Pakistan,2023-01-16,2023-01,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-sectoral-total-factor-productivity-in-pakistan/,,,,,data/fulltext/media-coverage-of-sectoral-total-factor-productivity-in-pakistan.txt,17
dire-or-dying-demand-for-the-government-job-analysing-a-phd-holders-future-prospects,Dire or Dying Demand for the Government Job: Analysing A PhD Holder’s Future Prospects,2023-01-16,2023-01,2023,Working Paper,Working Paper; Center for Sustainable Futures; Center for Governance‚ Markets and Regulatory Analysis,Muhammad Ajmal Khan,,,https://pide.org.pk/research/dire-or-dying-demand-for-the-government-job-analysing-a-phd-holders-future-prospects/,https://file.pide.org.pk/uploads/wp-0232-dire-or-dying-demand-for-the-government-job-analysing-a-phd-holders-future-prospects.pdf,,,pdfs/2023/01/wp-0232-dire-or-dying-demand-for-the-government-job-analysing-a-phd-holders-future-prospects.pdf,data/fulltext/dire-or-dying-demand-for-the-government-job-analysing-a-phd-holders-future-prospects.txt,617
media-coverage-pide-seminar-on-forthcoming-census,Media Coverage – PIDE Seminar on forthcoming Census,2023-01-13,2023-01,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-pide-seminar-on-forthcoming-census/,https://file.pide.org.pk/uploads/pip-0460-media-coverage-pide-seminar-on-forthcoming-census.pdf,,,pdfs/2023/01/pip-0460-media-coverage-pide-seminar-on-forthcoming-census.pdf,data/fulltext/media-coverage-pide-seminar-on-forthcoming-census.txt,5
how-gis-technology-can-bridge-loopholes-in-real-estate-taxation,How GIS Technology Can Bridge Loopholes In Real Estate Taxation,2023-01-13,2023-01,2023,PIDE in Press,PIDE in Press,Abid Rehman,,,https://pide.org.pk/research/how-gis-technology-can-bridge-loopholes-in-real-estate-taxation/,https://file.pide.org.pk/uploads/pip-0461-how-gis-technology-can-bridge-loopholes-in-real-estate-taxation.pdf,,,pdfs/2023/01/pip-0461-how-gis-technology-can-bridge-loopholes-in-real-estate-taxation.pdf,data/fulltext/how-gis-technology-can-bridge-loopholes-in-real-estate-taxation.txt,838
pakistan-true-potential-of-fashion-industry,Pakistan: True Potential Of Fashion Industry,2023-01-12,2023-01,2023,PIDE in Press,PIDE in Press,Sobia Rose,,,https://pide.org.pk/research/pakistan-true-potential-of-fashion-industry/,https://file.pide.org.pk/uploads/pip-0459-pakistan-true-potential-of-fashion-industry.pdf,,,pdfs/2023/01/pip-0459-pakistan-true-potential-of-fashion-industry.pdf,data/fulltext/pakistan-true-potential-of-fashion-industry.txt,1154
political-islam-in-south-asia-multiple-perspective-from-actors-and-society,Political Islam In South Asia: Multiple Perspective From Actors And Society,2023-01-11,2023-01,2023,Webinars Brief,Webinars Brief; Center for Social and Behavioral Analysis,Momna Hassan,,,https://pide.org.pk/research/political-islam-in-south-asia-multiple-perspective-from-actors-and-society/,https://file.pide.org.pk/uploads/wb-132-political-islam-in-south-asia-multiple-perspective-from-actors-and-society.pdf,,,pdfs/2023/01/wb-132-political-islam-in-south-asia-multiple-perspective-from-actors-and-society.pdf,data/fulltext/political-islam-in-south-asia-multiple-perspective-from-actors-and-society.txt,469
e-court-system-a-dire-need,E-Court System: A Dire Need,2023-01-11,2023-01,2023,PIDE in Press,PIDE in Press,Abida Naurin; Asad Ullah,,,https://pide.org.pk/research/e-court-system-a-dire-need/,https://file.pide.org.pk/uploads/pip-0458-e-court-system-a-dire-need.pdf,,,pdfs/2023/01/pip-0458-e-court-system-a-dire-need.pdf,data/fulltext/e-court-system-a-dire-need.txt,951
sectoral-total-factor-productivity-in-pakistan,Sectoral Total Factor Productivity In Pakistan,2023-01-10,2023-01,2023,Research Reports,Research Report; Center for Governance‚ Markets and Regulatory Analysis,Naseem Faraz; Omer Siddique; Asim Saeed,,,https://pide.org.pk/research/sectoral-total-factor-productivity-in-pakistan/,https://file.pide.org.pk/uploads/rr-057-sectoral-total-factor-productivity-in-pakistan.pdf,,,pdfs/2023/01/rr-057-sectoral-total-factor-productivity-in-pakistan.pdf,data/fulltext/sectoral-total-factor-productivity-in-pakistan.txt,620
property-rights,Property Rights,2023-01-10,2023-01,2023,PIDE in Press,PIDE in Press,Azwar Muhammad Aslam,,,https://pide.org.pk/research/property-rights/,https://file.pide.org.pk/uploads/pip-0456-property-rights.pdf,,,pdfs/2023/01/pip-0456-property-rights.pdf,data/fulltext/property-rights.txt,768
governance-a-hard-reset,Governance: A Hard Reset,2023-01-10,2023-01,2023,PIDE in Press,PIDE in Press,Abbas Moosvi,,,https://pide.org.pk/research/governance-a-hard-reset/,https://file.pide.org.pk/uploads/pip-0457-governance-a-hard-reset.pdf,,,pdfs/2023/01/pip-0457-governance-a-hard-reset.pdf,data/fulltext/governance-a-hard-reset.txt,1066
expectation-shocks-and-business-cycles,Expectation Shocks and Business Cycles,2023-01-10,2023-01,2023,Working Paper,Working Paper; Macro Policy Lab; Center for Governance‚ Markets and Regulatory Analysis,Sonan Ahmed Memon,Smorgasbord of Inflation Expectation Shocks; Temporary; Permanent and Sequence of Temporary Expectation Shocks; Monetary Policy and Inflation Expectations; AD and AS Model; Expectation Shocks in New Keynesian Models,E52; E32; E12; E00; E40; E30; E50; E70; E71; D84,https://pide.org.pk/research/expectation-shocks-and-business-cycles/,https://file.pide.org.pk/uploads/wp-0231-expectation-shocks-and-business-cycles.pdf,,,pdfs/2023/01/wp-0231-expectation-shocks-and-business-cycles.pdf,data/fulltext/expectation-shocks-and-business-cycles.txt,625
the-facts-of-return-migration-in-the-wake-of-covid-19-a-policy-framework-for-reintegration-of-pakistani-workers,The Facts of Return Migration in the Wake of COVID-19: A Policy Framework for Reintegration of Pakistani Workers,2023-01-09,2023-01,2023,Working Paper,Working Paper; Center for Social and Behavioral Analysis; Center for Governance‚ Markets and Regulatory Analysis,Shujaat Farooq; G. M. Arif,COVID-19; Pakistan; Overseas Migration; Return Migration; Reintegration,,https://pide.org.pk/research/the-facts-of-return-migration-in-the-wake-of-covid-19-a-policy-framework-for-reintegration-of-pakistani-workers/,https://file.pide.org.pk/uploads/wp-0230-the-facts-of-return-migration-in-the-wake-of-covid-19-a-policy-framework-for-reintegration-of-pakistani-workers.pdf,,,pdfs/2023/01/wp-0230-the-facts-of-return-migration-in-the-wake-of-covid-19-a-policy-framework-for-reintegration-of-pakistani-workers.pdf,data/fulltext/the-facts-of-return-migration-in-the-wake-of-covid-19-a-policy-framework-for-reintegration-of-pakistani-workers.txt,608
media-coverage-of-social-and-civic-engagement-building-community-or-bowling-alone,Media Coverage of ‘Social And Civic Engagement: Building Community Or “Bowling Alone”?’,2023-01-09,2023-01,2023,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-of-social-and-civic-engagement-building-community-or-bowling-alone/,,,,,data/fulltext/media-coverage-of-social-and-civic-engagement-building-community-or-bowling-alone.txt,16
social-and-civic-engagement-building-community-or-bowling-alone,Social And Civic Engagement: Building Community Or “Bowling Alone”?,2023-01-05,2023-01,2023,BASICS Notes,BASICS Notes; Rasta BASICS Notes; Center for Social and Behavioral Analysis; Center for Governance‚ Markets and Regulatory Analysis,Durr-e-Nayab,,,https://pide.org.pk/research/social-and-civic-engagement-building-community-or-bowling-alone/,https://file.pide.org.pk/uploads/bn-05-social-and-civic-engagement-building-community-or-bowling-alone.pdf,,,pdfs/2023/01/bn-05-social-and-civic-engagement-building-community-or-bowling-alone.pdf,data/fulltext/social-and-civic-engagement-building-community-or-bowling-alone.txt,1245
a-call-for-action,A Call For Action,2023-01-05,2023-01,2023,PIDE in Press,PIDE in Press,Iqra Munawar,,,https://pide.org.pk/research/a-call-for-action/,https://file.pide.org.pk/uploads/pip-0454-a-call-for-action.pdf,,,pdfs/2023/01/pip-0454-a-call-for-action.pdf,data/fulltext/a-call-for-action.txt,732
the-charter-we-need,The Charter We Need,2023-01-04,2023-01,2023,PIDE in Press,PIDE in Press,Saddam Hussein,,,https://pide.org.pk/research/the-charter-we-need/,https://file.pide.org.pk/uploads/pip-0453-the-charter-we-need.pdf,,,pdfs/2023/01/pip-0453-the-charter-we-need.pdf,data/fulltext/the-charter-we-need.txt,900
understanding-the-process-of-development-budget-allocation-in-balochistan,Understanding The Process Of Development Budget Allocation In Balochistan,2023-01-03,2023-01,2023,Journal Articles,Rasta Journal Articles,Mir Sadaat Baloch; Nadir Khan; SafiUllah,Development; BUDGET; Balochistan; stakeholders,,https://pide.org.pk/research/understanding-the-process-of-development-budget-allocation-in-balochistan/,https://file.pide.org.pk/uploads/rasta-journal-understanding-the-process-of-development-budget-allocation-in-balochistan.pdf,,,pdfs/2023/01/rasta-journal-understanding-the-process-of-development-budget-allocation-in-balochistan.pdf,data/fulltext/understanding-the-process-of-development-budget-allocation-in-balochistan.txt,160
research-and-development-in-pakistan,Research And Development In Pakistan,2023-01-03,2023-01,2023,PIDE in Press,PIDE in Press,Abdus Sattar,,,https://pide.org.pk/research/research-and-development-in-pakistan/,,,,,,0
pides-charter-of-economy-petition-to-all-the-political-leaders-parties-of-pakistan,PIDE’s Charter of Economy: Petition to all the Political Leaders/Parties of Pakistan (PIDE Policy Viewpoint 40:2022),2023-01-02,2023-01,2022,Policy Viewpoint,Policy Viewpoint; Macro Policy Lab; Center for Governance‚ Markets and Regulatory Analysis,,,,https://pide.org.pk/research/pides-charter-of-economy-petition-to-all-the-political-leaders-parties-of-pakistan/,https://file.pide.org.pk/uploads/pv-40-pides-charter-of-economy-petition-to-all-the-political-leaders-parties-of-pakistan.pdf,,,pdfs/2023/01/pv-40-pides-charter-of-economy-petition-to-all-the-political-leaders-parties-of-pakistan.pdf,data/fulltext/pides-charter-of-economy-petition-to-all-the-political-leaders-parties-of-pakistan.txt,558
why-institutions-matter,Why Institutions Matter,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Amber Darr,,,https://pide.org.pk/research/why-institutions-matter/,https://file.pide.org.pk/uploads/discourse-2023-01-04-why-institutions-matter-by-amber-darr.pdf,,,pdfs/2023/01/discourse-2023-01-04-why-institutions-matter-by-amber-darr.pdf,data/fulltext/why-institutions-matter.txt,1313
the-tilism-of-dastaan-behind-dastaan-goi,The Tilism Of Dastaan Behind Dastaan Goi,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Waqas Manzoor,,,https://pide.org.pk/research/the-tilism-of-dastaan-behind-dastaan-goi/,https://file.pide.org.pk/uploads/discourse-2023-01-24-the-tilism-of-dastaan-behind-dastaan-goi-by-waqas-manzoor.pdf,,,pdfs/2023/01/discourse-2023-01-24-the-tilism-of-dastaan-behind-dastaan-goi-by-waqas-manzoor.pdf,data/fulltext/the-tilism-of-dastaan-behind-dastaan-goi.txt,1978
the-sleeping-pines,The Sleeping Pines,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Meekal Jamil,,,https://pide.org.pk/research/the-sleeping-pines/,https://file.pide.org.pk/uploads/discourse-2023-01-23-the-sleeping-pines-by-meekal-jamil.pdf,,,pdfs/2023/01/discourse-2023-01-23-the-sleeping-pines-by-meekal-jamil.pdf,data/fulltext/the-sleeping-pines.txt,1265
the-qatar-squabble-fifa-world-cup-2022,The Qatar Squabble FIFA World Cup 2022,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Saddam Hussein; Aimen Shakeel Abbasi,,,https://pide.org.pk/research/the-qatar-squabble-fifa-world-cup-2022/,https://file.pide.org.pk/uploads/discourse-2023-01-15-the-qatar-squabble-fifa-world-cup-2022-by-saddam-hussein-and-aimen-shakeel-abbasi.pdf,,,pdfs/2023/01/discourse-2023-01-15-the-qatar-squabble-fifa-world-cup-2022-by-saddam-hussein-and-aimen-shakeel-abbasi.pdf,data/fulltext/the-qatar-squabble-fifa-world-cup-2022.txt,1434
the-international-politics-of-climate-change-and-lessons-for-pakistan,The International Politics Of Climate Change And Lessons For Pakistan,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Kinza Fatima,,,https://pide.org.pk/research/the-international-politics-of-climate-change-and-lessons-for-pakistan/,https://file.pide.org.pk/uploads/discourse-2023-01-10-the-international-politics-of-climate-change-and-lessons-for-pakistan-by-kinza-fatima.pdf,,,pdfs/2023/01/discourse-2023-01-10-the-international-politics-of-climate-change-and-lessons-for-pakistan-by-kinza-fatima.pdf,data/fulltext/the-international-politics-of-climate-change-and-lessons-for-pakistan.txt,1152
should-electronics-voting-machines-evms-being-incorporated-into-the-electoral-process-of-pakistan,Should Electronics voting machines (EVMs) being incorporated into the electoral process of Pakistan,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,,,,https://pide.org.pk/research/should-electronics-voting-machines-evms-being-incorporated-into-the-electoral-process-of-pakistan/,https://file.pide.org.pk/uploads/discourse-2023-01-11-should-electronics-voting-machines-evms-being-incorporated-into-the-electoral-process-of-pakistan.pdf,,,pdfs/2023/01/discourse-2023-01-11-should-electronics-voting-machines-evms-being-incorporated-into-the-electoral-process-of-pakistan.pdf,data/fulltext/should-electronics-voting-machines-evms-being-incorporated-into-the-electoral-process-of-pakistan.txt,696
safeguarding-pakistans-core-interests-among-global-power-contestation,Safeguarding Pakistan’s Core Interests Among Global Power Contestation,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Zia Malik,,,https://pide.org.pk/research/safeguarding-pakistans-core-interests-among-global-power-contestation/,https://file.pide.org.pk/uploads/discourse-2023-01-08-safeguarding-pakistans-core-interests-among-global-power-contestation-by-zia-malik.pdf,,,pdfs/2023/01/discourse-2023-01-08-safeguarding-pakistans-core-interests-among-global-power-contestation-by-zia-malik.pdf,data/fulltext/safeguarding-pakistans-core-interests-among-global-power-contestation.txt,989
reforms-in-pakistan-where-to-start,Reforms In Pakistan: Where To Start,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Karim Khan,,,https://pide.org.pk/research/reforms-in-pakistan-where-to-start/,https://file.pide.org.pk/uploads/discourse-2023-01-05-reforms-in-pakistan-where-to-start-by-karim-khan.pdf,,,pdfs/2023/01/discourse-2023-01-05-reforms-in-pakistan-where-to-start-by-karim-khan.pdf,data/fulltext/reforms-in-pakistan-where-to-start.txt,1332
re-orienting-pakistans-economy,Re-orienting Pakistan’s Economy,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Kaiser Bengali,,,https://pide.org.pk/research/re-orienting-pakistans-economy/,https://file.pide.org.pk/uploads/discourse-2023-01-03-reorienting-pakistans-economy-by-kaiser-bengali.pdf,,,pdfs/2023/01/discourse-2023-01-03-reorienting-pakistans-economy-by-kaiser-bengali.pdf,data/fulltext/re-orienting-pakistans-economy.txt,1600
propaganda-game,Propaganda Game,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Saddam Hussein,,,https://pide.org.pk/research/propaganda-game/,https://file.pide.org.pk/uploads/discourse-2023-01-09-propaganda-game-by-saddam-hussein.pdf,,,pdfs/2023/01/discourse-2023-01-09-propaganda-game-by-saddam-hussein.pdf,data/fulltext/propaganda-game.txt,1366
political-masculinities-the-rise-of-strongmen,Political Masculinities: The Rise Of ‘Strongmen’,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Nadeem F. Paracha,,,https://pide.org.pk/research/political-masculinities-the-rise-of-strongmen/,https://file.pide.org.pk/uploads/discourse-2023-01-18-political-masculinities-the-rise-of-strongmen-by-nadeem-f-paracha.pdf,,,pdfs/2023/01/discourse-2023-01-18-political-masculinities-the-rise-of-strongmen-by-nadeem-f-paracha.pdf,data/fulltext/political-masculinities-the-rise-of-strongmen.txt,1055
political-economy-of-religious-elites,Political Economy Of Religious Elites,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Waqas Ahmed,,,https://pide.org.pk/research/political-economy-of-religious-elites/,https://file.pide.org.pk/uploads/discourse-2023-01-17-political-economy-of-religious-elites-by-waqas-ahmed.pdf,,,pdfs/2023/01/discourse-2023-01-17-political-economy-of-religious-elites-by-waqas-ahmed.pdf,data/fulltext/political-economy-of-religious-elites.txt,1247
pide-bi-monthly-roundup,PIDE Bi-Monthly Roundup (Discourse 2023-01),2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,,,,https://pide.org.pk/research/pide-bi-monthly-roundup/,https://file.pide.org.pk/uploads/discourse-2023-01-26-pide-bi-monthly-round-up-.pdf,,,pdfs/2023/01/discourse-2023-01-26-pide-bi-monthly-round-up-.pdf,data/fulltext/pide-bi-monthly-roundup.txt,322
pakistans-need-more-urbanisation,Pakistan Needs More Urbanisation,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Babar Khan Mumtaz,,,https://pide.org.pk/research/pakistans-need-more-urbanisation/,https://file.pide.org.pk/uploads/discourse-2023-01-14-pakistans-need-more-urbanisation-by-babar-khan-mumtaz.pdf,,,pdfs/2023/01/discourse-2023-01-14-pakistans-need-more-urbanisation-by-babar-khan-mumtaz.pdf,data/fulltext/pakistans-need-more-urbanisation.txt,1314
meaning-3-0-hope-for-a-conscious-world,Meaning 3.0: Hope For A Conscious World,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Tahreem Amin,,,https://pide.org.pk/research/meaning-3-0-hope-for-a-conscious-world/,https://file.pide.org.pk/uploads/discourse-2023-01-16-meaning-3-0-hope-for-a-conscious-world-by-tehreem-amin.pdf,,,pdfs/2023/01/discourse-2023-01-16-meaning-3-0-hope-for-a-conscious-world-by-tehreem-amin.pdf,data/fulltext/meaning-3-0-hope-for-a-conscious-world.txt,953
making-the-elephant-dance-negotiating-power-dynamics-with-the-establishment,Making The Elephant Dance: Negotiating Power Dynamics With The Establishment,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Ayesha Siddiqa,,,https://pide.org.pk/research/making-the-elephant-dance-negotiating-power-dynamics-with-the-establishment/,https://file.pide.org.pk/uploads/discourse-2023-01-02-making-the-elephant-dance-negotiating-power-dynamics-with-the-establishment-by-ayesha-siddique.pdf,,,pdfs/2023/01/discourse-2023-01-02-making-the-elephant-dance-negotiating-power-dynamics-with-the-establishment-by-ayesha-siddique.pdf,data/fulltext/making-the-elephant-dance-negotiating-power-dynamics-with-the-establishment.txt,1459
intertwining-of-institutional-economic-reforms,Intertwining Of Institutional & Economic Reforms,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Ishrat Husain,,,https://pide.org.pk/research/intertwining-of-institutional-economic-reforms/,https://file.pide.org.pk/uploads/discourse-2023-01-01-intertwining-of-institutional-and-economic-reforms-by-ishrat-hussain.pdf,,,pdfs/2023/01/discourse-2023-01-01-intertwining-of-institutional-and-economic-reforms-by-ishrat-hussain.pdf,data/fulltext/intertwining-of-institutional-economic-reforms.txt,2241
high-percentage-of-currency-in-circulation-what-explains-it,High Percentage Of Currency In Circulation: What Explains It?,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Shahid Mehmood,,,https://pide.org.pk/research/high-percentage-of-currency-in-circulation-what-explains-it/,https://file.pide.org.pk/uploads/discourse-2023-01-21-high-percentage-of-currency-in-circulation-what-explains-it-by-shahid-mehmood.pdf,,,pdfs/2023/01/discourse-2023-01-21-high-percentage-of-currency-in-circulation-what-explains-it-by-shahid-mehmood.pdf,data/fulltext/high-percentage-of-currency-in-circulation-what-explains-it.txt,1040
governance-reform-law-politics-institutions,"Governance Reform: Law, Politics, Institutions",2023-01-01,2023-01,2023,Policy and Research,Policy and Research; P &amp; R Magazine,,,,https://pide.org.pk/research/governance-reform-law-politics-institutions/,https://file.pide.org.pk/uploads/discourse-2023-01.pdf,,,pdfs/2023/01/discourse-2023-01.pdf,data/fulltext/governance-reform-law-politics-institutions.txt,316
falling-textile-exports,Falling Textile Exports,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Shahid Sattar,,,https://pide.org.pk/research/falling-textile-exports/,https://file.pide.org.pk/uploads/discourse-2023-01-20-falling-textile-exports-by-shahid-sattar.pdf,,,pdfs/2023/01/discourse-2023-01-20-falling-textile-exports-by-shahid-sattar.pdf,data/fulltext/falling-textile-exports.txt,1355
evms-an-expensive-proposition-without-any-substantive-benefits,EVMs: An Expensive Proposition Without Any Substantive Benefits,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Ahmed Bilal Mehboob,,,https://pide.org.pk/research/evms-an-expensive-proposition-without-any-substantive-benefits/,https://file.pide.org.pk/uploads/discourse-2023-01-13-evms-an-expensive-proposition-without-any-substantive-benefits-by-ahmed-bilal-mehboob.pdf,,,pdfs/2023/01/discourse-2023-01-13-evms-an-expensive-proposition-without-any-substantive-benefits-by-ahmed-bilal-mehboob.pdf,data/fulltext/evms-an-expensive-proposition-without-any-substantive-benefits.txt,2656
electronic-voting-machines-the-shockingly-secure-solution-to-election-fraud,Electronic Voting Machines: The Shockingly Secure Solution To Election Fraud,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Waqas Ahmed,,,https://pide.org.pk/research/electronic-voting-machines-the-shockingly-secure-solution-to-election-fraud/,https://file.pide.org.pk/uploads/discourse-2023-01-12-electronic-voting-machines-the-shockingly-secure-solution-to-election-fraud-by-waqas-ahmed.pdf,,https://www.brookings.edu/wp-content/uploads/2016/10/evm_march2017.pdf; http://www.rochester.edu/college/faculty/alexander_lee/wp-content/uploads/2019/10/EVM-paper-revision2.pdf,pdfs/2023/01/discourse-2023-01-12-electronic-voting-machines-the-shockingly-secure-solution-to-election-fraud-by-waqas-ahmed.pdf,data/fulltext/electronic-voting-machines-the-shockingly-secure-solution-to-election-fraud.txt,1494
divide-and-rule-iqbal-a-fireside-chat-with-one-of-pakistans-first-explicitly-political-rappers,Divide And Rule – Iqbal A Fireside Chat With One Of Pakistan’s First Explicitly Political Rappers,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,,,,https://pide.org.pk/research/divide-and-rule-iqbal-a-fireside-chat-with-one-of-pakistans-first-explicitly-political-rappers/,https://file.pide.org.pk/uploads/discourse-2023-01-25-divide-and-rule-iqbal-a-fireside-chat-with-one-of-pakistans-first-explicitly-political-rappers.pdf,,,pdfs/2023/01/discourse-2023-01-25-divide-and-rule-iqbal-a-fireside-chat-with-one-of-pakistans-first-explicitly-political-rappers.pdf,data/fulltext/divide-and-rule-iqbal-a-fireside-chat-with-one-of-pakistans-first-explicitly-political-rappers.txt,2382
discontent-with-governance-not-democracy,Discontent With Governance Not Democracy,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Afiya Shehrbano Zia,,,https://pide.org.pk/research/discontent-with-governance-not-democracy/,https://file.pide.org.pk/uploads/discourse-2023-01-06-discontent-with-governance-not-democracy-by-afiya-shehrbano-zia.pdf,,,pdfs/2023/01/discourse-2023-01-06-discontent-with-governance-not-democracy-by-afiya-shehrbano-zia.pdf,data/fulltext/discontent-with-governance-not-democracy.txt,1750
china-before-jiang-zemin,China Before Jiang Zemin,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Naazir Mahmood,,,https://pide.org.pk/research/china-before-jiang-zemin/,https://file.pide.org.pk/uploads/discourse-2023-01-19-china-before-jiang-zemin-by-naazir-mahmood.pdf,,,pdfs/2023/01/discourse-2023-01-19-china-before-jiang-zemin-by-naazir-mahmood.pdf,data/fulltext/china-before-jiang-zemin.txt,1767
absence-of-women-in-pakistani-sports-lack-of-a-policy-framework,Absence Of Women In Pakistani Sports: Lack Of A Policy Framework?,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Sara Illahi Panhwer,,,https://pide.org.pk/research/absence-of-women-in-pakistani-sports-lack-of-a-policy-framework/,https://file.pide.org.pk/uploads/discourse-2023-01-22-absence-of-women-in-pakistani-sports-lack-of-a-policy-framework-by-sara-ellahi-penhwer.pdf,,,pdfs/2023/01/discourse-2023-01-22-absence-of-women-in-pakistani-sports-lack-of-a-policy-framework-by-sara-ellahi-penhwer.pdf,data/fulltext/absence-of-women-in-pakistani-sports-lack-of-a-policy-framework.txt,1025
a-joyless-land,A Joyless Land,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,Shehzad Ghias Shaikh,,,https://pide.org.pk/research/a-joyless-land/,https://file.pide.org.pk/uploads/discourse-2023-01-07-a-joyless-land-by-shehzad-ghias-sheikh.pdf,,,pdfs/2023/01/discourse-2023-01-07-a-joyless-land-by-shehzad-ghias-sheikh.pdf,data/fulltext/a-joyless-land.txt,1045
36th-annual-conference-of-the-pakistan-society-of-development-economists,36th Annual Conference Of The Pakistan Society Of Development Economists,2023-01-01,2023-01,2023,Policy and Research,Policy and Research; Discourse 2023-01,,,,https://pide.org.pk/research/36th-annual-conference-of-the-pakistan-society-of-development-economists/,https://file.pide.org.pk/uploads/discourse-2023-01-27-36th-annual-conference-of-the-pakistan-society-of-economists.pdf,,,pdfs/2023/01/discourse-2023-01-27-36th-annual-conference-of-the-pakistan-society-of-economists.pdf,data/fulltext/36th-annual-conference-of-the-pakistan-society-of-development-economists.txt,764
regulatory-bodies-hurting-growth-and-investment,Regulatory Bodies: Hurting Growth And Investment,2022-12-29,2022-12,2022,Monograph Series,Monograph Series; Center for Governance‚ Markets and Regulatory Analysis,Nadeem Ul Haque; Ahmed Waqar Qasim,,,https://pide.org.pk/research/regulatory-bodies-hurting-growth-and-investment/,https://file.pide.org.pk/uploads/ms-10-regulatory-bodies-hurting-growth-and-investment.pdf,,,pdfs/2022/12/ms-10-regulatory-bodies-hurting-growth-and-investment.pdf,data/fulltext/regulatory-bodies-hurting-growth-and-investment.txt,329
